code,name,produkmui,manufacture,cert_code,nilai,label,ingredients,ingredients_lama,ing0,ing1,ing2,ing3,ing4,ing5,ing6,ing7,ing8,ing9,ing10,ing11,ing12,ing13,ing14,ing15,ing16,ing17,ing18,ing19,ing20,ing21,ing22,ing23,ing24,ing25,ing26,ing27,ing28,ing29,ing30,ing31,ing32,cert_bodies,expired,cert_bodyname,homepage,location,status
205,Espe Larutan Penyegar Orange,Larutan penyegar espe rasa orange,Pt. sinde budi sentosa,00120035580705,"0,4444444444",1,"gypsum fibrosum,galcarecus spar,penyedap rasa jeruk","gypsum fibrosum .%, galcarecus spar .%, penyedap rasa jeruk q.s bahan bahan lain sampai %.",gypsum fibrosum , galcarecus spar , penyedap rasa jeruk qs bahan bahan lain sampai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
206,Espe Larutan Penyegar Leci,Larutan penyegar espe rasa leci,Pt. sinde budi sentosa,00120035580705,"0,4444444444",1,"gypsum fibrosum,galcarecus spar,penyedap rasa leci","gypsum fibrosum .%, galcarecus spar .%, penyedap rasa jeruk q.s bahan bahan lain sampai %.",gypsum fibrosum , galcarecus spar , penyedap rasa jeruk qs bahan bahan lain sampai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
207,Kongbap Multi Grain Mix 6'S,Kongbap multi grain mix,Cv. herba liem putra,00190083340417,"0,4444444444",1,"beras hitam,beras merah,barley,basil,kacang hijau,Beras Ketan,jagung,wijen,milet merah,milet putih","beras hitam, beras merah, barley, basil, kacang hijau, beras keran, jagung, wijen, milet merah & putih.",beras hitam, beras merah, barley, basil, kacang hijau, beras keran, jagung, wijen, milet merah  putih,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
208,Espe Larutan Penyegar Strawberry,Larutan penyegar espe rasa strawberry,Pt. sinde budi sentosa,00120035580705,"0,4444444444",1,"gypsum fibrosum,galcarecus spar,penyedap rasa jeruk","gypsum fibrosum .%, galcarecus spar .%, penyedap rasa jeruk q.s bahan bahan lain sampai %.",gypsum fibrosum , galcarecus spar , penyedap rasa jeruk qs bahan bahan lain sampai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
209,Roma Crackers Malkist Cokelat Kelapa,Roma malkist cokelat kelapa,Pt. mayora indah tbk,00100014301200,"0,4444444444",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
210,Kapal Api Coffee Drink White Coffee,Kapal api white coffee,Pt. santos jaya abadi,00120017110901,"0,4444444444",1,"air,gula,krimer nabati,Kopi Bubukt susu bubuk,penstabil nabati,kakao bubuk,perisa sintetik kopi","air, gula, krimer nabati, kopi instant susu bubuk, penstabil nabati, kakao bubuk, perisa sintetik kopi",air, gula, krimer nabati, kopi instant susu bubuk, penstabil nabati, kakao bubuk, perisa sintetik kopi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
211,Espe Larutan Penyegar Jambu,Larutan penyegar espe rasa jambu,Pt. sinde budi sentosa,00120035580705,"0,4444444444",1,"gypsum fibrosum,galcarecus spar,penyedap rasa jambu","gipsum fibrosum .%, galcarecus spar .g, penyedap rasa jambu q.s bahan-bahan lain sampai %.",gipsum fibrosum , galcarecus spar g, penyedap rasa jambu qs bahanbahan lain sampai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
212,Meiji Biscuit Hello Panda Cheese Cream,Hello panda cheese,Pt. meiji food indonesia,00100024040303,"0,4444444444",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
213,Deka Mini Wafer Bites Ubi,Deka wafer rolls mini wafer bites cheese,Pt. dua kelinci,00100017571001,"0,4444444444",1,"gula,lemak nabati,monogliserida terdistilasi,campuran vitamin,antioksidan lesitin,askorbil palmitat,tokoferol campuran,tepung terigu,whey bubuk,susu bubuk,maltodekstrin,krim kelapa bubuk,protein susu,pati jagung,Pengemulsi Lesitin Kedelai,sorbitan tristearat,dekstrosa anhidrat,serat gandum,perisa sintetik ubi,perisa sintetik vanili,garam,ekstrak ubi ungu,pewarna sintetis eritrosin","gula, lemak nabati mengandung pengemulsi monogliserida terdistilasi (e), campuran vitamin dan antioksidan lesitin (e), askorbil palmitat (ei), tokoferol campuran (e), tepung terigu, whey bubuk, susu bubuk, maltodekstrin, krim kelapa bubuk (mengandung protein susu), pati jagung, pengemulsi lesitin kedelai (e), sorbitan tristearat (e), dekstrosa anhidrat, serat gandum, perisa sintetik ubi dan vanila, garam, ekstrak ubi ungu (.%), pewarna sintetis eritrosin (e),",gula, lemak nabati mengandung pengemulsi monogliserida terdistilasi e, campuran vitamin dan antioksidan lesitin e, askorbil palmitat ei, tokoferol campuran e, tepung terigu, whey bubuk, susu bubuk, maltodekstrin, krim kelapa bubuk mengandung protein susu, pati jagung, pengemulsi lesitin kedelai e, sorbitan tristearat e, dekstrosa anhidrat, serat gandum, perisa sintetik ubi dan vanila, garam, ekstrak ubi ungu , pewarna sintetis eritrosin e,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
214,Minute Maid Juice Pulpy Orange,Minute maid pulpy orange,Pt. coca-cola bottling indonesia,00120071760115,"0,4444444444",1,"air,gula,bulir jeruk,konsentrat jeruk,asam sitrat,trinatrium,vitamin c,Perisa Alami,beta karoten","air, gula, bulir jeruk/orange pulp (.%), konsentrat jeruk (.%), pengatur keasaman (asam sitrat, trinatrium), vitamin c, perisa alam, pewarna alami (beta karoten).",air, gula, bulir jerukorange pulp , konsentrat jeruk , pengatur keasaman asam sitrat, trinatrium, vitamin c, perisa alam, pewarna alami beta karoten,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
216,Indomaret Kacang Mete Madu,Indomaret - kacang mete rasa madu,Pt. mitrasatrya perkasautama,00100110581120,"0,4444444444",1,"Kacang Mede,gula,garam,tepung tapioka termodifikasi,pewarna makanan alami karamel,Beta Karoten","kacang mete .%, gula, garam, tepung tapioka termodifikasi, pewarna makanan alami (karamel iii, iv, beta carotene).",kacang mete , gula, garam, tepung tapioka termodifikasi, pewarna makanan alami karamel iii, iv, beta carotene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
218,Better Sandwich Biscuit Vanilla,Better sandwich biscuit vanilla cream,Pt. mayora indah tbk,00100014301200,"0,4444444444",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
221,Pringles Potato Crisps Original,Pringles potato crisps original,Kellogg asia products sdn bhd,00100097280719,"0,4444444444",1,"Kentang,minyak sayuran,kanji gandum,tepung beras,maltodekstrin,garam,dekstrosa","kentang kerin, minyak sayuran, kanji gandum, tepung beras, maltodekstrin, garam, dekstrosa.",kentang kerin, minyak sayuran, kanji gandum, tepung beras, maltodekstrin, garam, dekstrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
223,Dua Kelinci Kacang Sukro Kribo,Sukro kribo makanan ringan kacang polong,Pt. dua kelinci,00100017571001,"0,4444444444",1,"polong,minyak sawit,tepung tapioka,pati termodifikasi,tepung beras,mononatrium glutamat,dinatrium guanilat,dinatrium Inosinat,protein nabati terhidrolisis,antikempal silikon dioksida,bawang putih bubuk,bawang bombay bubuk,perisa sintetik daging sapi bbq,asesulfam-k,kecap bubuk,dekstrin,sayuran bubuk,penstabil gom arab,merica putih bubuk,minyak kedelai","polong, minyak sawit (mengandung antioksidan tbhq (e)), tepung tapioka, pati termodifikasi, tepung beras, bumbu mengandung penguat rasa mononatrium glutamat (e), dinatrium guanilat (e), dinatrium inosinat (e), protein nabati terhidrolisis, antikempal silikon dioksida (e), bawang putih bubuk, bawang bombay bubuk, perisa sintetik daging sapi bbq, pemanis buatan asesulfam-k (e), kecap bubuk, dekstrin, sayuran bubuk, penstabil gom arab (e), merica putih bubuk, minyak kedelai.",polong, minyak sawit mengandung antioksidan tbhq e, tepung tapioka, pati termodifikasi, tepung beras, bumbu mengandung penguat rasa mononatrium glutamat e, dinatrium guanilat e, dinatrium inosinat e, protein nabati terhidrolisis, antikempal silikon dioksida e, bawang putih bubuk, bawang bombay bubuk, perisa sintetik daging sapi bbq, pemanis buatan asesulfamk e, kecap bubuk, dekstrin, sayuran bubuk, penstabil gom arab e, merica putih bubuk, minyak kedelai,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
224,Dua Kelinci Kacang Kulit Bawang Putih,Kacang koro dua kelinci,Cv. bawang merah bawang putih,07340061720719,"0,4444444444",1,"kacang,bawang putih,gula,garam,Aspartam,fenilketonuria","kacang, bawang putih, gula, garam, pemanis aspartam, fenilketonuria: mengandung fenilalanin.",kacang, bawang putih, gula, garam, pemanis aspartam, fenilketonuria mengandung fenilalanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
225,D'veggie Sambal Tabur Original,D'veggie sambal tabur rasa original,Pt. indoveggie makmur sentosa,00060107481020,"0,4444444444",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
229,Qtela Keripik Tempe Rumput Laut,Qtela tempe rumput laut,Pt indofood fortuna makmur,00100037591205,"0,4444444444",1,"tempe,minyak kelapa sawit,tepung beras,tapioka,mononatrium glutamat,dinatrium Inosinat,dinatrium guanilat,asam askorbat,tepung telur","tempe, minyak kelapa sawit mengandung antioksidan tbhq), tepung beras, tapioka, campuran bumbu (mengandung penguat rasa mononatrium glutamat, dinatrium inosinat, dinatrium guanilat, antioksidan asam askorbat), tepung telur.",tempe, minyak kelapa sawit mengandung antioksidan tbhq, tepung beras, tapioka, campuran bumbu mengandung penguat rasa mononatrium glutamat, dinatrium inosinat, dinatrium guanilat, antioksidan asam askorbat, tepung telur,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
230,Sosro Teh Celup Black Tea,Teh sosro heritage black tea,Pt. gunung slamat,00120000980699,"0,4444444444",1,teh hitam,teh hitam,teh hitam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
231,Kraft All In One Cheddar,Kraft all in one,Pt. kraft ultra jaya indonesia,00040015610601,"0,4444444444",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
232,Tropicana Slim Hokaido Cheese Cookies,Tropicana slim hokkaido cheese cookies,Pt. nutrifood indonesia,00100048590808,"0,4444444444",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
234,Roma Wafer Wafello Choco Blast,Roma wafello choco blast,Pt. mayora indah tbk,00100014301200,"0,4444444444",1,"glukosa,gula,susu bubuk,tepung terigu,lemak nabati,lemak kakao,kakao massa,sereal,Maltodekstrin,dekstrosa,lemak susu,Pengemulsi Lesitin Kedelai,garam,bahan pengembang,amonium bikarbonat,natrium bikarbonat,perisa Cokelat,vanili","glukosa, gula, susu bubuk, tepung terigu, lemak nabati, lemak kakao, kakao massa, sereal, maldodextrin, dekstrosa, lemak susu, pengemulsi (lesitin kedelai), garam, bahan pengembang (amonium bikarbonat, natrium bikarbonat), perisa cokelat, vanili.",glukosa, gula, susu bubuk, tepung terigu, lemak nabati, lemak kakao, kakao massa, sereal, maldodextrin, dekstrosa, lemak susu, pengemulsi lesitin kedelai, garam, bahan pengembang amonium bikarbonat, natrium bikarbonat, perisa cokelat, vanili,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
235,Delfi Wafer Stick Twister Minis Black Vanilla,Delfi twister black vanilla,Pt. ceres,00100029330404,"0,4444444444",1,"terigu,gula,lemak nabati,susu bubuk,bubuk kakao,soya lesithin,garam,vanili","terigu, gula, lemak nabati, susu bubuk, bubuk kakao, soya lesithin, garam, vanilli",terigu, gula, lemak nabati, susu bubuk, bubuk kakao, soya lesithin, garam, vanilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
237,Tao Kae Noi Crispy Seaweed Big Sheet Spicy,Tao kae noi crispy big sheet hot spicy flavour,Tao kae noi food &amp; marketing public company limited,00100078080816,"0,4375",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
241,Beng-Beng Wafer Chocolate,Wafer beng-beng chocolate,Pt. mayora indah tbk,00100014301200,"0,4285714286",1,"glukosa,gula,susu bubuk,tepung terigu,lemak nabati,lemak kakao,kakao massa,sereal,maltodekstrin,lemak susu,dekstrosa,Pengemulsi Lesitin Kedelai,garam,pengembang,perisa artifisial","glukosa, gula, susu bubuk, tepung terigu, lemak nabati (mengandung dekstrosa bha), lemak kakao, kakao massa, sereal, maltodekstrin, lemak susu, dekstrosa, pengemulsi (lesitin kedelai), garam, pengembang, perisa artifisial.",glukosa, gula, susu bubuk, tepung terigu, lemak nabati mengandung dekstrosa bha, lemak kakao, kakao massa, sereal, maltodekstrin, lemak susu, dekstrosa, pengemulsi lesitin kedelai, garam, pengembang, perisa artifisial,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
243,Selamat Wafer Double Choco,Selamat wafer double chocolate,Pt. ceres,00100029330404,"0,4285714286",1,"gula,tepung,terigu,minyak nabati,bubuk kakao,susu bubuk skim,Pengemulsi Lesitin Kedelai,garam,pengembang natrium bikarbonat,perisa identik alami vanili","gula, tepung, terigu, minyak nabati, bubuk kakao, susu bubuk skim, pengemulsi lesitin kedelai, garam, pengembang natrium bikarbonat, perisa identik alami vanili.",gula, tepung, terigu, minyak nabati, bubuk kakao, susu bubuk skim, pengemulsi lesitin kedelai, garam, pengembang natrium bikarbonat, perisa identik alami vanili,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
244,Relaxa Candy Barley Mint,Relaxa barley mint,Pt. agel langgeng, 00110028840304,"0,4285714286",1,"gula,glukosa,garam,perisa barley mint,pewarna makanan biru berlian","gula, glukosa, garam, perisa barley mint, pewarna makanan biru berlian.",gula, glukosa, garam, perisa barley mint, pewarna makanan biru berlian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
248,Kraft Sandwich Ritz Cheese,Ritz sandwich cheese,Mondelez indonesia manufacturing,00100039270306,"0,4285714286",1,"tepung terigu,minyak nabati,keju,pewarna kuning fcf ci,perwarna kurkumin ci,protein susu,gula,sirup fruktosa,garam,mono kalisum fosfat,pengembang,amonium bikarbonat,natrium bikarbonat,Pengemulsi Lesitin Kedelai,enzim amilase,enzim protease","tepung terigu, minyak nabati (mengandung antioksitbhq), keju (mengandung pewarna kuning fcf ci  & kurkumin ci ), protein susu, gula, sirup fruktosa, garam, mono kalisum fosfat, pengembang (amoniumdan natrium bikarbonat), pengemulsi lesitin kedelai, enzim (amilase dan protease).",tepung terigu, minyak nabati mengandung antioksitbhq, keju mengandung pewarna kuning fcf ci   kurkumin ci , protein susu, gula, sirup fruktosa, garam, mono kalisum fosfat, pengembang amoniumdan natrium bikarbonat, pengemulsi lesitin kedelai, enzim amilase dan protease,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
250,Kacang Polong Pedas,Kacang polong tepung pedas pesona,Roby jaya,03100032121119,"0,4285714286",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
251,Diasweet Litebite Dietetic Wafer Chocolate,Diasweet chocolate wafer,Pt. konimex,00100006500997,"0,4285714286",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
254,Glico Biscuit Pocky Chocolate,Pocky chocolate,"Thai glico co., ltd.",00100078150816,"0,4285714286",1,"tepung terigu,gula,minyak nabati,kakao bubuk,margarin,susu bubuk skim,susu Bubuk Cokelat massa,garam,perisa artifisial Cokelat,Pengemulsi Lesitin Kedelai,trinatrium fosfat,natrium bikarbonat,enzim papain","tepung terigu, gula, minyak nabati, kakao bubuk, margarin (mengandung antioksidan bha & tokoferol), susu bubuk skim, susu bubuk cokelat massa, garam, perisa artifisial cokelat, pengemulsi (lesitin kedelai), pengatur keasaman (trinatrium fosfat), pengembang (natrium bikarbonat), enzim papain.",tepung terigu, gula, minyak nabati, kakao bubuk, margarin mengandung antioksidan bha  tokoferol, susu bubuk skim, susu bubuk cokelat massa, garam, perisa artifisial cokelat, pengemulsi lesitin kedelai, pengatur keasaman trinatrium fosfat, pengembang natrium bikarbonat, enzim papain,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
255,Glico Biscuit Pocky Matcha,Pocky matcha,"Thai glico co., ltd.",00100078150816,"0,4285714286",1,"tepung terigu,gula,minyak nabati,susu bubuk,laktosa,lemak reroti,teh hijau bubuk,perisa Artifisial teh hijau,perisa Artifisial susu,perisa Artifisial vanili,garam,ragi,Pengemulsi Lesitin Kedelai,Monogliserida,ragi,natrium hidrogen bikarbonat,Beta Karoten,natrium hidroksida,tepung papain,pewarna biru berlian ci","tepung terigu, gula, minyak nabati, susu bubuk, laktosa, lemak reroti, teh hijau bubuk (.%), perisa artifasial (teh hijau, susu, vanila), garam, ragi, pengemulsi lesitin kedelai, monoglicerida, ragi, pengembang natrium hidrogen bikarbonat (ii), pewarna betakaroten cl , pengatur keasaman natrium hidroksida, perlakuan tepung papain (ii), pewarna biru berlian ci .",tepung terigu, gula, minyak nabati, susu bubuk, laktosa, lemak reroti, teh hijau bubuk , perisa artifasial teh hijau, susu, vanila, garam, ragi, pengemulsi lesitin kedelai, monoglicerida, ragi, pengembang natrium hidrogen bikarbonat ii, pewarna betakaroten cl , pengatur keasaman natrium hidroksida, perlakuan tepung papain ii, pewarna biru berlian ci ,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
256,Diasweet Litebite Dietetic Wafer Vanilla,Diasweet vanilla wafer,Pt. konimex,00100006500997,"0,4285714286",1,"tepung terigu,lemak nabati,maltitol,serat,susu bubuk,pengemulsi nabati,garam,pengembang Vanili,pemanis buatan","tepung terigu, lemak nabati, maltitol (g/saji), serat, susu bubuk, pengemulsi nabati, garam, pengembang vanilla, pemanis buatan (mg/saji, adi mg/kg berat badan).",tepung terigu, lemak nabati, maltitol gsaji, serat, susu bubuk, pengemulsi nabati, garam, pengembang vanilla, pemanis buatan mgsaji, adi mgkg berat badan,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
257,Indomaret Kacang Bali,Kacang bali indomaret,Pt. karunia artha rahayu,01101224880319,"0,4285714286",1,"Kacang Tanah,minyak nabati,gula,penguat rasa,garam","kacang tanah pilihan, minyak nabati, gula, penguat rasa, garam",kacang tanah pilihan, minyak nabati, gula, penguat rasa, garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
258,Indomaret Kacang Almond,Indomaret kacang almond original,Pt. gunanusa eramandiri,00100003000696,"0,4285714286",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
259,Indomaret Coconut Water,Indomaret coconut water,Pt. bumi  sarimas  indonesia,00190012010300,"0,4285714286",1,"air kelapa,gula,antioksidan vitamin c","air kelapa, gula, antioksidan vitamin c",air kelapa, gula, antioksidan vitamin c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
260,Glico Biscuit Pocky Strawberry,Pocky strawberry,"Thai glico co., ltd.",00100078150816,"0,4285714286",1,"tepung terigu,gula,minyak nabati,laktosa,susu bubuk,gargarine,perisa stroberi,garam,Pengemulsi Lesitin Kedelai,trinatrium fosfat,bubuk stroberi,natrium bikarbonat,karmin ci,enzim papain","tepung terigu, gula, minyak nabati, laktosa, susu bubuk, gargarine (mengandung antioksidan bha & tokoferol), perisa stroberi, garam, pengemulsi lesitin kedelai, pengatur keasaman (trinatrium fosfat), bubuk stroberi, pengembang natrium bikarbonat, pewarna karmin ci , enzim papain.",tepung terigu, gula, minyak nabati, laktosa, susu bubuk, gargarine mengandung antioksidan bha  tokoferol, perisa stroberi, garam, pengemulsi lesitin kedelai, pengatur keasaman trinatrium fosfat, bubuk stroberi, pengembang natrium bikarbonat, pewarna karmin ci , enzim papain,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
261,Jempol Sambal Vegetarian,Sambal vegetarian cap ibu jari jempol,Perusahaan sambal jempol,00060099061019,"0,4285714286",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
263,Diasweet Litebite Dietetic Cookies Cinnamon,Diasweet cinnamon cookies,Pt. konimex,00100006500997,"0,4285714286",1,"oat instan,Maltitol,Tepung Terigu,lemak nabati,telur,kayu manis bubuk,garam,natrium bikarbonat","oat instan, pemanis buatanmaltitol (, g/saji), tepungterigu, lemak nabati, telur, kayu manis bubuk, garam, pengembang natrium bikarbonat.",oat instan, pemanis buatanmaltitol , gsaji, tepungterigu, lemak nabati, telur, kayu manis bubuk, garam, pengembang natrium bikarbonat,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
